Feature,VIF
SOC,1.7255335414425919
Ka,1.1324336605861511
EC,1.1082382334773162
SAR,1.460594555338153
WR,1.3005484884270446
θ-10 kPa,17.28275514129557
θ-33 kPa,16.296570442524672
θ-1500 kPa,1.8277992757018757
Intercept,128.51690706844602
